Name,Effects
No Expiration Date,"Refining your efforts and minimizing waste you’ve maximized the preservatives in your concoctions. Your concoctions made with Scientist features last for X years, where X is your Special Attack or Special Defense modifier."
Master Chemist,"You’ve solved every solution and brewed every beverage and as long as you’ve got the time, you’ll never stop working on your medicines. Your Scientist features can be used as often as you’d like, ignoring any daily frequency limitations. You may brew two identical things at a time with Scientist features. All brews take half the time to produce with Scientist features. Anytime you’d produce something with a Scientist feature at random, instead choose what you produce."
Close Watch,"Your careful curiosity and love of watching Pokémon has given you the ability to wander through wild Pokémon without disturbing them. You may approach and pass by wild Pokémon without alerting them to your presence as long as you stay 30 feet away from the wild. If you announce your presence, the Pokémon you approach is not instantly provoked but may be startled. You may attempt to befriend the wild if you don’t provoke it."
Quick Draw,"You’ve practiced drawing for years and years, but after mastering your ability to draw quickly and accurately, you’re officially a Watcher. You are a master sketch artist. It takes you less than a minute to sketch anything you see. You can flesh out a sketch over thirty minutes to add more detail. After an hour of work, you can draw anything you’ve seen in the last 24 hours with amazing detail."
Discriminating Gaze,"While it may be obvious to some that a Pokémon is unlike others in its species, you have a knack for knowing what it is that sets it apart. 3/day, as an action target a Pokémon within 25ft. You learn anything unusual things about its typing, stats, or known moves."
Silent Study,"While approaching wilds, you’ve gotten good at moving around and through spaces without attracting much attention. When making Stealth skill checks, roll twice and use the better result. In addition, you may use your Close Watch feature to approach wilds without alerting them while getting as close as 10 feet from the wilds."
Calming Vibe,"The watcher carries an aura about them that lets Pokémon know that they have no ill intent, and it helps quell and tense situation. When making Calm skill checks, roll three times and use the best result."
Species Spotter,"Amazing effort and research about a specific Pokémon species has led you to become an expert when it comes to finding that species in the wild. By spending a total of thirty hours studying any species of Pokémon, you’re able to find it in any environment that actually contains that species of Pokémon or any family members of that species within half an hour of looking. You would immediately know whether or not that species or any of its family members are in any wild area you are exploring and where the nearest location that would have them in relation to wherever you currently are. You can only study one Pokémon species this way at a time."
Applied Psychology,"Watching Pokémon and studying behaviors have led you to understand humans as well. When making Insight skill checks, roll twice and use the better result. In addition, if you’ve talked to anyone for more than two minutes, you can tell if they are lying to you."
Watchful Tactician,"Careful study is usual for a researcher, but watchers take careful planning and tactical execution to a whole new level. Whenever you use the Demoralize, Fighting Read, or Game Plan Researcher features, you may use them as a free action once per turn."
Micro Expressionist,"Communication with others seems so natural after studying many of your friends and Pokémon. You may nonverbally communicate complete sentences with allied trainers, who you’ve traveled with for at least a week, and they will understand you and you will understand them. You also can understand any needs or messages your Pokémon may be trying to communicate to you."
Soothing Schemer,"You have a magical way with others and have an aura about you that constantly influences others to your side. When making Bluff, Diplomacy, or Insight skill checks, roll three times and use the best result."
Sketch Tutoring,"It’s not intuitive, but your studying has paid off to observe different things about what make Pokémon able to do what they do. Once per day, after spending six hours working with one of your loyal Pokémon, you may teach that Pokémon a move that a Pokémon you’ve thoroughly sketched (1 hour) knew. Moves taught with the Sketch Tutoring feature must still fit the Pokémon’s learnable moves description."
Shiny Finder,"While observing wilds you’ve learned how to track down the rarest wilds out there- shiny Pokémon. Once per week, after spending six hours studying in the wilds, you locate a shiny wild Pokémon. If you announce your presence, the Pokémon you approach is not instantly provoked but may be startled. You may attempt to befriend the wild if you don’t provoke it."
Martial Form,"You have trained and perfected a martial art, ready to take one the wild world of Pokémon with your bare hands. You may choose two of the following attacks and use them; Arm Thrust, Karate Chop, Power-up Punch, and Rapid Spin. At level 5, you may choose another attack to have access to. At level 10, you have access to all four of these moves. You may not use more than eight different Martial Artist and/or Martial Artist advanced class moves per day. "
Peak Physique,"Your body is masterfully trained into the physical form you need to perfectly maintain balance, focus, and power while fighting. Whenever you are targeted with an attack that uses the Attack stat, your Defense is doubled during the attacker’s accuracy check (modifiers are unaffected during the check)."
Foresight,"By focusing your inner aura, you can strike the immaterial. You can use the move Foresight."
No Retreat,"When you decide to defeat an enemy, you put it all on the line. 3/day you may use No Retreat."
Enduring Focus,"You’re not going down without one more chance to keep fighting. 1/day if you would be knocked out, instead you are at 1 hit point."
Weapons Master,"Your training has allowed you to masterfully incorporate weaponry into your fighting style. If you are holding a weapon, you may use Branch Poke, Stone Smash, or Steel Strike if your weapon is made of wood, stone, or metal respectively. When obtaining a weapon, pick one of these moves to associate with that weapon. You may carry multiple weapons within reason and change between weapons as a free action during your turn."
Martial Prowess,"Through intense mediation, your strikes can do more than ever before. You may now use the moves Laser Focus 3/day and Lock-on 1/day."
Flow Like Water,"By flowing with blows and controlling the impacts you take; you minimize the damage you take from harm. If you would take more than 10 damage, subtract your Attack or Defense stat from the damage you would take."
Pin,"Get them in a hold and keep them there. 3/day you can use the move Block. As long as you are not making attacks or moving while the target is bound to you, it cannot move. You may target Large sized targets with Block."
Reckless Assault,"Over the top attacks can seriously injure your quarry, or even yourself. You can use the attacks Jump Kick 3/day or Take Down 3/day."
Shake it Off,"You have faced many weary fights, but now you’re able to shake off the debilitating effects of battle. Your stats cannot be lowered by the effects of an opponent’s attack, passive, or features."
Haymaker,You put it all on the line and expose yourself to a brutal counter attack in the hopes that this one move ends it. 1/day you may use Close Combat. Martial Master does not let you ignore Haymaker’s frequency.
Martial Master,"You have perfected your martial combat and are prepared to face any foe, no matter the odds. You may use any Martial Artist or Martial Artist advanced class non-Reaction moves at-will. You are not limited to the number of different Martial Artist and/or Martial Artist advanced class moves that you may use per day. Whenever you hit with a Martial Artist attack, add three times your relevant modifier to your damage."
Aura Force,"Your aura is made of the martial energy within you. Whenever you use an attack that uses the Special Attack stat, you may instead use your Attack stat and its modifiers against the target’s Defense instead. In addition, you may not use more than eight different Martial Artist and/or Martial Artist advanced class moves per day."
Vacuum Wave,Releasing your aura in the form of a strike is the first way to apply your aura abilities in an offense way. You can now use the move Vacuum Wave.
Defensive Aura,"Your energy reflects elemental harm, reducing the damage you take from certain attacks. When you gain Defensive Aura, choose one of the following types: Electric, Fairy, Fire, Grass, Ice, or Water. You resist the chosen type when taking damage. You may meditate for eight hours to change which type you are resisting with Defensive Aura."
Aura Reader,"Aura is described as the essence of every living creature. It covers everyone and projects a color when focusing on finding someone’s aura. The shade of the color varies from very tinted to very darkened. If the color of the Aura is tinted, the target has little negative intentions. If the color of the Aura is very blackened, the target has many malicious intentions. However, people are still able to conceal their bad intent even without meaning to, but whenever you make an Insight check, you may add +5 to your roll."
Aura Guard,"You extend your aura into a solid unbreakable wall of energy, if only for a second. 1/day you may use Protect. Martial Master does not let you ignore Aura Guard’s frequency."
Aura Gift,"You’ve practiced manipulating the life energy associated with your aura and can transfer it to those in need. 3/day you may spend up to 15 of your HP to restore twice the amount of HP to an adjacent non-Aura Master. If you target an Aura Master, they recover 1 HP for every 1 HP you spend. Any HP spent with Aura Gift is recovered completely after an eight hour of rest."
Aura Sphere,"Letting your aura guide your strike, you release a powerful orb of energy that finds your target without fail. 1/day you may use Aura sphere. Martial Master does not let you ignore Aura Sphere’s frequency."
Elemental Fists,"Sending your aura to your fists, you charge them with different elemental forces. 3/day you may use either Fire Punch, Ice Punch, or Thunder Punch. Whichever Elemental Fist attack you use, you may still only use the feature 3/day."
Aura Sight,"While focusing, you can see the outline of auras without letting light or even walls interfere with your detection. You can see the aura of living things through walls and in the dark. You can also ignore the auras of other living things that you are not seeking. To look for a specific aura, it must be one you’ve seen before. During an investigation skill check, add +10 to your roll if you are seeking a living thing."
Drain Punch,"During a strike, you absorb your foe’s aura and take some of their life force. 3/day you may use Drain Punch. If you use Drain Punch more than 3 times per day, all uses after the third lose its effect."
Elemental Force,"As your aura grows, so does the way you can influence your elemental power. 1/day you can use either Blaze Kick, Flash Kick, or Frost Kick. Martial Master does not let you ignore Elemental Force’s frequency. In addition, 3/day you may use a melee attack as a 15ft ranged attack."
Aura Guardian,"Your protective aura extends to all of your nearby allies. Apply your Defensive Aura resistances to allies adjacent to you. In addition, choose a total of three types in Defensive Aura to resist. You resist each of the chosen types when taking damage. You may meditate for one hour to change which types you are resisting with Defensive Aura."
Devious Display,"Your swash is the stuff of underhanded and dishonorable fighters yet you take every advantage of everything you can in battle with a smile. When attacking a foe who is facing away from you, add +2 to your accuracy check. In addition, you may not use more than eight different Martial Artist and/or Martial Artist advanced class moves per day"
Diss,"Battle chatter and backhanded compliments can devastate the psyche of your foes. 3/day you can use either Flatter, Swagger, or Taunt. You may still only use Swagger or Flatter according to their frequencies."
Pocket Sand,"You’ve worked a blinding technique into every punch you throw, it’s just a good idea. 3/day, once per round, you may use the move Sand Attack as a free action. You may also use the move Sand Attack as a regular action."
Krookodile Tears,"Oh no! My ankle! Whaa… Gotcha! 3/day, when targeting a foe who hit you with an attack during their last action, you may add +3 to your accuracy check and your attack’s damage."
Wire Wrapping,"It’s not the most practical thing, but it looks really cool! You know how to effectively wrap barbed wire around your weapons used with Weapons Master. Whenever you use an attack with Weapons master, deal an additional 1d6 damage. If you are not using Weapons Master, or do not have it, you may add 1d6 to any damage you deal with a melee attack, but then take the same amount of 1d6 damage yourself as you’ve wrapped the barbed wire around your fists/feet/body."
Face!,You slam your head against the head of your target. Hopefully they’re not made of stone. You may use the move Headbutt.
Psyche!,"Just when they think they’ve got you, bam! 1/day you can use Sucker Punch. Martial Master does not let you ignore Psyche’s frequency."
Tax,"Sometimes being polite and pickpocketing something doesn’t work, so just take it by force. 3/day you may use the move Thief. If targeting a trainer, you may steal anything you can see on their person that isn’t strapped onto them that wouldn’t take more than a second to remove (no backpacks, glasses / watch / single shoe is okay). Martial Master does not let you ignore Tax’s frequency."
Grit Your Teeth,"It’s expected that your grandeur will attract attention from jealous combatants, so you get used to it after a while. Whenever you are hit by a critical hit, treat the attack as a normal hit. In addition, you cannot be moved by the effect of a foe’s attack, passive, or feature."
Dark Master,"You might be a dirty fighter, but you’re still a masterful fighter who thinks they deserve some respect. Whenever using an attack, you can make the type of the attack Fighting-type. In addition, you deal an additional 4 damage with your Dark-type attacks."
You'll Pay for That!,How dare someone hit you when they are so close? 3/day you can use the move Payback.
Mob Mentality,"You’ve abandoned any semblance of honor to perfect your fighting style and follow a simple rule; when in doubt, pile on and mess them up. Whenever you attack a target that was attacked by an allied Pokémon or trainer in the same round, treat your attack as extremely-effective on hit."
First Lessons,Your mastery is a gift worth sharing and your guidance is valued. You can use the moves Coaching or Helping Hand.
Many Forms,"Not all attacks need your full force or your power, sometimes you hold back. Whenever you use an attack, you may treat the attack as Normal-type. In addition, your attacks deal +1 damage for each adjacent ally when using a Normal-type attack. In addition, you may not use more than eight different Martial Artist and/or Martial Artist advanced class moves per day."
Second Form,You teach allies and with practice they can defend themselves in a fight. Any allied trainers that spend at least four hours a week training with you can treat a Normal-type trainer attack as Fighting-type attack 3/day. 3/day you may also treat a Normal-type trainer attack as Fighting-type attack.
Form in Sync,"Your Pokémon train with you often and you each continue to grow. Any of your Pokémon who you spend at least four hours a week training with have +1 to their Attack stat while adjacent to you in battle. In addition, your Attack stat is +1 while any of those Pokémon are adjacent to you in battle."
Martial Tutor,"Through mastery of forms and the patience of a teacher, they can learn. Once per day, after spending six hours with one of your Pokémon, you may teach one of your Pokémon any move you can use because of your Martial Artist features or Martial Artist advanced class features. Moves taught with the Martial Tutor feature must still fit the Pokémon’s learnable moves description."
Battle Cry,"With a deep breath and a loud battle cry forwards, you rally your team. 1/day, as an action, you shout a battle cry to energize your allies. All allied trainers and Pokémon within 30ft score critical hits on rolls of 18-20 until they score a critical hit this encounter."
Form of Falling,Your Pokémon train with you often and you each continue to grow. Any of your Pokémon who you spend at least four hours a week training with treat the first critical hit they receive during each encounter as a regular hit.
Self-Defense,"To protect themselves, you spend time teaching allies to defend themselves. Allied trainers who spend at least four hours a week training with you have +2 Defense when targeted by melee Attack moves."
Let Loose,"When the enemy poses a greater threat than usual, let loose. 3/day you can use the move Slam."
Mentor's Poise,"Years of practice and the love of your martial arts; you are respected. When making Diplomacy, or Perform skill checks, roll three times and use the best result."
Master Tutor,"In training your skills have become easy to teach and so you do teach. After spending six hours with a Pokémon, you may teach a Pokémon any move you can use because of your Martial Artist features or Martial Artist advanced class features. You can tutor multiple Pokémon at the same time. Moves taught with the Master Tutor feature must still fit the Pokémon’s learnable moves description."
Old Master,"Your expertise has been imparted to your friends, perfecting their forms. Any allied trainers or your Pokémon that spend at least four hours a week training with you deal +2 damage with any of their melee attacks, allied trainer’s Pokémon must train with you for eight hours. Any allied trainers or your Pokémon that spend at least eight hours a week training with you deal +5 damage with any of their melee attacks, allied trainer’s Pokémon must train with you for sixteen hours."
Ninjutsu,"Your training enables you to fight on your toes, move around nimbly, and cleverly conceal things. Whenever you make an Acrobatics, Sleight of Hand, or Stealth check you may add your Attack or Defense modifiers instead of your Speed modifier to your results. In addition, you may not use more than eight different Martial Artist and/or Martial Artist advanced class moves per day."
Distraction Techniques,"Every day you spend a couple minutes putting together some flashy tricks that you can use while fighting. 3/day, once per round, you may use the move Flash or Smoke Screen as a free action. You may also use the move Flash as a regular action or the move Smokescreen 3/day as a regular action."
Alacrity,"Light on your feet, your fist meets the face of your foes faster. Add your Attack or Defense modifier multiplied by 5ft to your movement speed per turn"
Poisoned Needle,You developed a poison out of various plants and waste your find while traveling and employ it with a concealed needle. You may use the move Poison Sting.
Caltrops,Concealing homemade caltrops on your person to deploy during battle gives you the tactical advantage you need to secure victory. 3/day you may use the move Spikes or Toxic Spikes.
Vanish,"Camouflage comes naturally to a shadowy martial artist. When making Stealth skill checks, roll three times and use the best result."
Powder Bomb,Combining your smoke bomb chemistry with your venoms in a powder form creates a deadly weapon. 3/day you may use the move Powder Bomb. Martial Master does not let you ignore Powder Bomb’s frequency.
Antidotes Master,"Your expertise concerning venoms and poisons have allowed you to put together simple but perishable cure-alls. 3/day, as an action you may cure an adjacent target of Poison or Toxin."
Poison Jab,You’ve adapted your poison to knuckle claws to devastate your foes. 3/day you may use the move Poison Jab. Martial Master does not let you ignore Poison Jab’s frequency.
Sleep Dust,"While not deadly, you’ve developed a new powder that helps in your subterfuge. 3/day you may use the move Sleep Dust. Martial Master does not let you ignore Sleep Dust’s frequency."
Dark Poisoner,"You’ve mastered your concoctions and can easily apply your venom to completely devastate your foes. Whenever you use an attack that can Poison a target, it always Toxifies the target on hit instead."
Shadow Clone Technique,"Like the wind, you rapidly move to create after images to confuse your foes. 1/day you may use the move Double Team. Martial Master does not let you ignore Shadow Clone Technique’s frequency."
Limber,"Your body is loose and flexible yet your muscle is still like steel, firm and strong. You are immune to Paralysis and being Stunned."
Yogic Knowledge,"With daily meditation, martial physical studies, and yoga, your aptitudes supplement other areas of expertise. Whenever you make a Medicine check you may add your Attack or Defense modifiers instead of your Special Attack modifier to your results, or whenever you make an Acrobatics check you may add your Attack or Defense modifiers instead of your Speed modifier to your results. In addition, you may not use more than eight different Martial Artist and/or Martial Artist advanced class moves per day."
Acupressure,Knowledge to unlock pressure points and the force releases when struck help you to temporarily empower your allies. 3/day you may use Acupressure.
Relaxation Therapy,You practice your yoga with your Pokémon and impart your flexibility to their form in battle. Any of your Pokémon who you spend at least four hours a week training with are not Stunned during combat the first time they would be Stunned each encounter.
Smelling Salts,"While not a literal application of helpful medicine, your rapid strikes can unblock nerves and you can make it hurt, if you’d like. 3/day you may use the move Smelling Salt. Martial Master does not let you ignore Smelling Salt’s frequency."
Healing Session,"Your martial knowledge of the body helps you to reopen damaged paths and make your allies well again. 3/day, you can spend 10 minutes with a human to heal them 15 HP."
Pressure Points,"The nerve pathways for Pokémon mostly follow the same lines as humans even across different species and you can adapt your knowledge to your attacks. 3/day you may add the following effect to a successful attack: “On hit, the target is stunned unless they’ve already been stunned this round.”"
Nerve Strike,"Continued strikes can disable a foe’s ability to put up a fight as you continue your precision assault. 3/day you may add the following effect to a successful attack: “On hit, if the target was stunned during this or the last round, for 1 minute, the attack last used by the target may not be used again.”"
Paralyzing Barrage,"Rapidly assaulting and blocking the pressure points of a foe can completely paralyze them. You may use the move Arm Thrust. If you hit the same target three times with a single use of Arm Thrust, they are Paralyzed."
Life Energy Palm,You quickly rub your hands together and place your hands on a friend. 3/day you may give an adjacent trainer 25 temporary hit points which last for 10 mins.
Mental Fortitude,"Your daily, deep mediation has brought you to an elevated mental state. Whenever you make a Concentration or Insight skill check you roll twice and use the higher result."
Soothing Strikes,"Your expertise has can reorganize the mind, temporarily block deadly blood flow, disable pain, or reinvigorate a shut off body. As an action, you may use the move Curative Barrage."
Psychic Ability,"Your awakened psychic abilities enable you to move swiftly in battle and lock onto your targets with ease. Add your Special Attack or Speed modifier multiplied by 5ft to your movement speed per turn. In addition, when using a ranged attack, add +1 to your accuracy checks."
Telekinesis,"With your powers, you could float, grab things from afar, and even strike into the minds of your foes. As an action, you may move one object at a time, up to Medium size and weight, up to 30ft away at your movement speed in any direction. If you attempt to move someone who is unwilling to move, they can break free with a check of 6 (check of 11 at level 10), adding their best modifier. In addition, you may choose two of the following attacks and use them; Confusion, Mind Rise, Psyspikes, Whirling Kinesis. At level 5, you may choose another attack to have access to. At level 10, you have access to all four of these moves. You may not use more than eight different Psychic and/or Psychic advanced class moves per day."
Telepathy,"As your psionic powers grow, you become able to connect to other individual’s minds. You may read the surface thoughts of other humans, as well as project your surface thoughts to other humans. You may also project telepathic messages to your Pokémon, but may not read your Pokémon’s minds. This leaves Psychic residue, that other psychics can detect. In addition, you can detect psychic residue in the minds of others you read through. Different psychic residues are a hue and a weight that you can sense and is identical across several minds it has touched, and once you meet its source it’s recognizable."
Healing Power,Your psychic powers can mend and repair yourself and others. 3/day you may heal any adjacent trainer or Pokémon 15 hit points.
Psychic Shielding,"You’ve learned to create barriers of psychic walls with your power. When you’re being attacked, your Defense and Special Defense stats are +2. In addition, you may use the moves Light Screen and Reflect."
Extrasensory,"By overwhelming others with a psychic information overload, you cause your target a massive migraine that can knock anyone out. 3/day you may use the move Extrasensory."
Psychic Connection,"Once your Pokémon grow close enough to you, your psychic powers adapt to meld with their minds and enable them to freely communicate with you. Your Pokémon with loyalty 3 or higher can speak to you in human languages telepathically. This leaves Psychic residue, that other psychics can detect."
Dig Deep,"While focusing on someone else, you can force your way into their private thoughts with your telepathic abilities. You may look around into the minds of another by rolling an Investigation skill check against their Bluff / Deception or Concentration skill check. You must have an idea of what you’re looking for to find it, otherwise you may drift in random memories or be distracted by day dreams. This leaves Psychic residue, that other psychics can detect."
Metaphysical Psychometry,"You can rapidly repair yourself by bringing forth your psychic powers or even rapidly reconstitute your location. 1/day as a free action, you may use the move Recover or Teleport. Psionic Maelstrom does not let you ignore Metaphysical Psychometry’s frequency."
Greater Healing Power,Your telepathic ability to connect to others allows you to. 1/day you may heal any adjacent trainer or Pokémon 30 hit points.
Telekinetic Mastery,"Your powers continue to grow as you begin to manipulate multiple things with greater force and precision. As an action, you may move up to three objects at a time, up to Large size and Heavy weight, up to 30ft away at your movement speed in any direction."
Psychic Overwhelming,"You lay into a target, crushing them from all sides with your crushing power. 1/day you may use Psychic Force. Psionic Maelstrom does not let you ignore Psychic Overwhelming’s frequency."
Psionic Maelstrom,"You have mastered your psychic powers and are ready to fight anything that comes your way. You may use any Psychic or Psychic advanced class non-Reaction moves at-will. You are not limited to the number of different Psychic and/or Psychic advanced class moves that you may use per day. Whenever you hit with a Psychic attack, add three times your relevant modifier to your damage."
Aerokinesis,"Your telekinetic abilities have evolved to influence air currents around you. You can manipulate wind in many ways, for example; as an action you could create a Medium sized dust devil up to 30ft away, as an action you could burst upwards an umbrella or awning up to 30ft away, or even sustain a flow of air into a sail while you maintain focus on your task. In addition, you may use the move Gust. You may not use more than eight different Psychic and/or Psychic advanced class moves per day."
Flight,"With practice, you sustain gales lift you off the ground so you don’t even need to lift yourself with your telekinetic hold. You can move through the air at your movement speed. In addition, add your Speed modifier multiplied by 5ft to your movement speed per turn."
Aerodynamic,"Air doesn’t slow you down, it pushes you along faster. In clear weather, when determining initiative during combat, your Speed is +3."
Defog,"After taking in a deep breath, you expel the space around you of any ill effects created by Pokémon. 3/day, you may use the move Defog."
Air Slash,A quick burst of air while slashing with your arms creates a whiplash of harm for your target. 1/day you may use the move Air Slash. Psionic Maelstrom does not let you ignore Air Slash’s frequency.
Electrokinesis,"After working with air and wind for a long enough time, you’ve learned to harness the electrical charge in the air and suddenly strike others. You can manipulate electricity in many ways, for example; you could slowly charge an electrical device over time, as an action you could fry a Small machine within melee range, you could create small bursts of light. In addition, you may use the move Thunder Shock."
Static Cling,"Your kinetic abilities draw electricity to your body, often bursting out of you when you are suddenly struck. Whenever you are hit with a melee attack, roll 1d4. On 4, Paralyze the attacker."
Mass Levitation,You can better sustain the winds necessary to carry allies in the air. Up to X Medium allies within 50ft and line of sight can through the air at your movement speed during their action where X is your Special Attack or Speed modifier. You may also allow a Large ally to fly at your movement speed during their action if you count them as 2 allies when counting the value of X.
Thunderbolt,"With a clap, a bolt of lightning releases from your hands. 3/day, You may use the move Thunderbolt."
Aerial Whip,"With the snap of your fingers, you create a sudden slicing burst of wind. 3/day you can use the move Aerial Whip."
Thunder Strike,You connect to points of energy in the air and release a massive stream of lightning. 1/day you may use the move Thunder. Psionic Maelstrom does not let you ignore Thunder Strike’s frequency.
Hurricane,"Summon all of your psychic powers, you throw a terrible cyclone. 1/day you may use the move Hurricane. Psionic Maelstrom does not let you ignore Hurricane’s frequency."
Terra Form,"Your body has taken on a rock-like aversion to many forms of attack. When hit by a Fire-type, Flying-type, Normal-type, or Poison-type attack, the attack is resisted. In addition, whenever you use a Rock-type or Ground-type attack, you may add your Special Attack modifier to its accuracy check and damage instead of using your Attack modifier."
Terrakinesis,"Your psionic abilities seem attuned to rock and earth as you are able to freely manipulate the ground with ease. You can manipulate the earth in many ways, for example; as an action you could create a Medium sized wall of earth up to 30ft away, over many actions you could lift a platform of earth upwards, or slowly build an entire structure made of stone and earth. In addition, you may use the move Rock Throw. You may not use more than eight different Psychic and/or Psychic advanced class moves per day."
Earth Vision,"Your attunement to the earth allows you to feel what it feels and see through it. You can see through earth, stone, clay, and any non-metallic material made of earth for 50ft, as long as you are touching the ground or a wall with your hand. Even if there are multiple walls of earth, you can see through each up to 50ft from where you are. You will not be able to see things that are not touching the ground with Earth Vision."
Sandstorm,"You begin to swirl sand and stone in a maelstrom surrounding you to tear apart your foes. 3/day you may use Sandstorm. In addition, you are immune to Sandstorm’s damaging effect."
Power Gem,You focus your psionic energy into the air and materialize a blast of stone by your target. 3/day you may use the move Power Gem.
Earth Walk,"You move through earth and stone as if it were not even there. You can quickly move through solid earth, rock, clay, or even soft sand. When moving through any earth, you treat underground as normal terrain, without penalizing your movement speed. In addition, you can walk up and scale stone, clay, or any other earthen material as if it is normal terrain."
Sand Tomb,You rain debris continuously to keep a target stuck in place. 3/day you may use the move Sand Tomb.
Rock Tomb,You push forward a wave of rock and earth in one sudden push. 3/day you may use the move Rock Tomb.
Earth Power,"Shoving your hand into the ground, you release a burst of raw energy beneath your target. 3/day you may use the move Earth Power."
Materializer,"You can seemingly form rock from nothing as you focus you power together and grow as a powerful psychic. You can manipulate the earth in many ways, for example; as an action you could create a Huge sized wall of earth up to 30ft away from the ground, you can move a Large platform of earth as your movement at your movement speed, or as two consecutive actions seemingly create a Small boulder out of nothing."
Earthquake,"With a stomp to the ground, sudden crags burst upwards and explode in a wave of force. 1/day you may use the move Earthquake. Psionic Maelstrom does not let you ignore Earthquake’s frequency."
Stone Fall,"Collapsing a mass of energy into a solid form, you strike your target with a rush of stone-like matter. 1/day you may use the move Stone Fall. Psionic Maelstrom does not let you ignore Stone Fall’s frequency."
Firebreather,
Pyrokinesis,"You can spark fire into the air with your powers, a dangerous form of psychic energy. You can manipulate the fire in many ways, for example; as an action you could create a Small sized fire next to you, as an action spread a flame from Small to Large or Large to Huge, or as an action eliminate a Large fire. In addition, you may use the move Ember. You may not use more than eight different Psychic and/or Psychic advanced class moves per day."
Scorching Assault,"As you keep your assault focused, you feel the fire continue to surge forth. When targeting a foe that you targeted with an attack during your last action with an attack, add +2 to your damage on hit, then +4 on the round after, then +6, then +8, +10, +12 and, so on until you target a different foe, skip a turn attacking, or combat ends. If you are dealing +10 damage with Scorching Assault or more, you take 4 damage each turn that you continue Scorching Assault."
Warmth,"The fire within yourself burns warmly and encourages healing in your allies around you. Whenever an ally is healed while adjacent to you, they heal an additional 4 health. In addition, any allies who have extended rests within 20ft of you heal 8 health during their rest. In addition, you are immune to Freezing, when hit by an Ice-type attack the attack is resisted, and cannot become cold due to external forces."
Sunny Day,You turn up the heat and brighten up the space around you. 3/day you can use the move Sunny Day.
Fire Spin,"You kick up a vortex of fire, trapping an enemy in place. 3/day you may use the move Fire Spin."
Photokinesis,"Light is fleeting and momentary, but you can produce it with focus as you further develop the fire within you. You can manipulate light in many ways, for example; as an action you could create a Tiny orb of light that you place somewhere next to you that lasts for 10 mins, as an action you can create a beam of light from your hand, or as sustained actions over at least two turns you can mute a few manmade sources of light as you continue focus on it. In addition, you may use the move Heat Flash."
Heat Seeker,"Your affinity to heat draws you to sources of heat. You have infrared vision working up to 60ft away. You can clearly see sources of heat in the light or the dark, that are not heavily obstructed by cold objects (unless the source of the heat is hotter than a cold item is cold)."
Smoke Screen,"You flare up your flames as you light up the field of battle. 3/day, once per round, you may use the move Smoke Screen as a free action targeting the space between your target and you. You may also use the move 3/day as a regular action."
Flamethrower,"You surge a burst of flame forward, engulfing your foes. 3/day you may use the move Flamethrower."
Mirage,"When you’re lit up, the waves of heat that you emit can cause others miss with their attacks aimed at you. Whenever you are attacked by a foe with a ranged attack who acts after you during a round of combat, if you used a Fire-type move on your turn, the foe’s accuracy check is -2."
Solar Beam,"You harness the warmth of the sun and unleash it on your foes, devastating them. 1/day you may use the move Solar Beam. Psionic Maelstrom does not let you ignore Solar Beam’s frequency."
Fire Blast,You open your heart to your foes and burn them down. 1/day you may use the move Fire Blast. Psionic Maelstrom does not let you ignore Fire Blast’s frequency.
Psychometry,"As your power expands in unexpected ways, you learn to grab things with your telekinesis even if you can’t see it! You may target object that you know of, but cannot necessarily see, with your telekinesis. You need to have a general idea of where it is and it must still be within the range of your telekinesis. In addition, you may add your Special Attack modifier instead of your Speed modifier if you want to during your accuracy checks for effect moves. You may not use more than eight different Psychic and/or Psychic advanced class moves per day."
Terrify,You create a terrifying image in the mind of a poor victim to your terrible tricks. 1/day you may use the move Glare.
Probability Control,"You pull at strings of fate with your strange psychic powers. Once per turn, as a free action, you may reroll any one of your own dice at the cost of 5 HP. The second time you use Probability Control per day you will lose 10 HP, then 15 HP, then 20 HP, increasing 5 times each time you use it per day."
Curse,"You weave a terrible curse on a foe then pay the price to drain your target. 1/day you may use the move Curse. Curse can only target Pokémon and when you use it, you are treated as Ghost-type. Psionic Maelstrom does not let you ignore Curse’s frequency."
Make it Weird,"Your manic mood releases strange psychic powers that warp the space around you. 3/day you can use the moves Gravity, Magic Room, Trick Room, or Wonder Room."
Discombobulate,"You spin their mind with the flick of your wrist and a curse under your breath. 1/day you may use the move Confuse Ray. If a foe you Confused knocks themselves out during a failed Confusion check, you may use Discombobulate an additional time that day."
Burning Malediction,"Dark mutterings and the wave of your hand sends out a terrible wisp of fire into your foes. 1/day you may use the move Will-O-Wisp. If a foe you Burned is knocked out by their Burn, you may use Burning Malediction an additional time that day."
Hypnotize,"You enter into the minds of others and think of a deep sleep. 3/day you may use the move Hypnosis. If the target wakes up before the end of your next turn, you may use Hypnotize an additional time that day."
Fumble,"You rip at strings of fate, sowing discord and mayhem. Once per turn, as a free action, you may have a foe reroll a successful accuracy check or skill check by losing 15 HP."
Binding Spell,You mutter ill will and trap the target in place. 1/day you may use the move Shadow Tag.
Shared Trauma,"You grab onto another, reflecting each other’s pains onto each other and sharing them evenly. 1/day you can use the move Pain Split. Psionic Maelstrom does not let you ignore Shared Trauma’s frequency."
