Pokemon,DexNo,Form,NormalPortrait,ShinyPortrait,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type1,Type2,Move 1,Move 2,Move 3,Size,Weight,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Passive 1,Passive 2,Passive 3,Passive 4,Passive 5,Passive 6,Passive 7,Proficiency 1,Proficiency 2,Proficiency 3,Proficiency 4,Proficiency 5,Proficiency 6,Proficiency 7,Proficiency 8,EggGroup1,EggGroup2,Egg Hatch Rate,Habitat 1,Habitat 2,Habitat 3,Habitat 4,Habitat 5,Diet,Rarity,Base Form,Special Form Type,Gigantamax Move,Evolves From,Stage,Legendary HP,Move 4,Move 5,Move 6,Legendary Move 1,Legendary Move 2,Legendary Move 3,Legendary Move 4,Legenadary Passive 1,Legenadary Passive 2,Legenadary Passive 3,Legendary Feature 1,Legendary Feature 2
Klefki,707,Base,klefki,klefki,36,8,9,8,9,8,Steel,Fairy,Astonish,Draining Kiss,Crafty Shield,Tiny,Light,Flight,,,,,,,Metal Sound,Magician,Prankster,,,,,Fairy,Steel,Weird,,,,,"Crafty Shield, Fairy Lock, Mirror Shot",Mineral,,10 Days,Urban Abandoned,,,,,Terravore,Rare,,,,,3,,,,,,,,,,,,,
Phantump,708,Base,phantump,phantump,24,7,5,5,6,4,Grass,Ghost,Confuse Ray,Astonish,Leech Seed,Small,Light,Hover,Sprouter,,,,,,Growth,Natural Cure,,,,,,Ghost,Grass,Psychic,Hexwork,,,,"Branch Poke, Forest’s Curse, Horn Leech, Ingrain, Wood Hammer",Grass,Amorphous,10 Days,Forest,Woodlands,,,,Phototroph / Psiotroph,Uncommon,,,,,1,,,,,,,,,,,,,
Trevenant,709,Base,trevenant,trevenant,54,11,8,7,8,6,Grass,Ghost,Shadow Claw,Forest's Curse,Wood Hammer,Medium,Heavy,Sprouter,,,,,,,Growth,Harvest,Natural Cure,,,,,Ghost,Grass,Psychic,Hexwork,,,,"Branch Poke, Forest’s Curse, Horn Leech, Ingrain, Wood Hammer",Grass,Amorphous,10 Days,Forest,Woodlands,,,,Phototroph / Psiotroph,Uncommon,,,,Phantump,3,,,,,,,,,,,,,
Pumpkaboo,710,Base/Large,pumpkaboo-large,pumpkaboo-large,36,7,7,4,6,4,Grass,Ghost,Trick,Astonish,Razor Leaf,Medium,Medium,Hover,Glow,Pumpkin Sized,Telekinetic,,,,Scary Face,Insomnia,,,,,,Ghost,Grass,Elemental Attacks F,Hexwork,,,,TrickorTreat,Amorphous,,10 Days,Forest,Woodlands,,,,Phototroph / Psiotroph,Uncommon,,,,,1,,,,,,,,,,,,,
Pumpkaboo,710,Base/Medium,pumpkaboo,pumpkaboo,30,7,7,4,6,5,Grass,Ghost,Trick,Astonish,Razor Leaf,Small,Medium,Hover,Glow,Pumpkin Sized,Telekinetic,,,,Scary Face,Insomnia,,,,,,Ghost,Grass,Elemental Attacks F,Hexwork,,,,TrickorTreat,Amorphous,,10 Days,Forest,Woodlands,,,,Phototroph / Psiotroph,Uncommon,,,,,1,,,,,,,,,,,,,
Pumpkaboo,710,Base/Small,pumpkaboo-small,pumpkaboo-small,24,7,7,4,6,6,Grass,Ghost,Trick,Astonish,Razor Leaf,Tiny,Light,Hover,Glow,Pumpkin Sized,Telekinetic,,,,Scary Face,Insomnia,,,,,,Ghost,Grass,Elemental Attacks F,Hexwork,,,,TrickorTreat,Amorphous,,10 Days,Forest,Woodlands,,,,Phototroph / Psiotroph,Uncommon,,,,,1,,,,,,,,,,,,,
Gourgeist,711,Base/Large,gourgeist-large,gourgeist-large,54,10,12,6,8,5,Grass,Ghost,Shadow Ball,Seed Bomb,TrickorTreat,Large,Heavy,Hover,Glow,Pumpkin Sized,Telekinetic,,,,Scary Face,Insomnia,,,,,,Ghost,Grass,Elemental Attacks F,Hexwork,,,,TrickorTreat,Amorphous,,10 Days,Forest,Woodlands,,,,Phototroph / Psiotroph,Uncommon,,,,Pumpkaboo,3,,,,,,,,,,,,,
Gourgeist,711,Base/Medium,gourgeist,gourgeist,48,10,12,6,8,7,Grass,Ghost,Shadow Ball,Seed Bomb,TrickorTreat,Medium,Medium,Hover,Glow,Pumpkin Sized,Telekinetic,,,,Scary Face,Insomnia,,,,,,Ghost,Grass,Elemental Attacks F,Hexwork,,,,TrickorTreat,Amorphous,,10 Days,Forest,Woodlands,,,,Phototroph / Psiotroph,Uncommon,,,,Pumpkaboo,3,,,,,,,,,,,,,
Gourgeist,711,Base/Small,gourgeist-small,gourgeist-small,42,9,12,6,8,8,Grass,Ghost,Shadow Ball,Seed Bomb,TrickorTreat,Small,Medium,Hover,Glow,Pumpkin Sized,Telekinetic,,,,Scary Face,Insomnia,,,,,,Ghost,Grass,Elemental Attacks F,Hexwork,,,,TrickorTreat,Amorphous,,10 Days,Forest,Woodlands,,,,Phototroph / Psiotroph,Uncommon,,,,Pumpkaboo,3,,,,,,,,,,,,,
Bergmite,712,Base,bergmite,bergmite,36,7,9,3,4,3,Ice,,Tackle,Bite,Icy Wind,Medium,Heavy,Chilled,Freezer,Swimmer,,,,,Harden,Sharpen,Own Tempo,,,,,Ice,,,,,,,"Ice Ball, Recover",Monster,,10 Days,Glaciers,Mountains,Polar,,,"Glacievore,",Uncommon,,,,,1,,,,,,,,,,,,,
Avalugg,713,Base,avalugg,avalugg,60,12,18,4,5,3,Ice,,Body Slam,Avalanche,Recover,Huge,Superweight,Chilled,Freezer,Swimmer,,,,,Harden,Sharpen,Ice Body,Own Tempo,Sturdy,,,Ice,Fangs,Stampeding,,,,,"Ice Ball, Recover, Skull Bash",Monster,,10 Days,Glaciers,Mountains,Polar,,,"Glacievore,",Uncommon,,,,Bergmite,3,,,,,,,,,,,,,
Noibat,714,Base,noibat,noibat,24,3,4,5,4,6,Flying,Dragon,Supersonic,Bite,Wing Attack,Small,Light,Flight,,,,,,,Screech,Infiltrator,,,,,,Dragon,Flying,Draconian,Fangs,Sound,Winged,,,Flying,Dragon,10 Days,Cave,Forest,,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Noivern,715,Base,noivern,noivern,54,7,8,10,8,12,Flying,Dragon,Hurricane,Dragon Pulse,Boomburst,Large,Heavy,Flight,Guster,,,,,,Screech,Tailwind,Infiltrator,Telepathy,,,,Dragon,Flying,Draconian,Fangs,Sound,Winged,,Moonlight,Flying,Dragon,10 Days,Cave,Forest,,,,Omnivore,Uncommon,,,,Noibat,3,,,,,,,,,,,,,
Xerneas,716,Base,xerneas,xerneas,78,13,10,13,10,10,Fairy,,Heal Pulse,Aurora Beam,Moonblast,Gigantic,Superweight,Telepath,Glow,Intelligence,Sprouter,Strength,,,Growth,,,,,,,Fairy,Grass,Psychic,Healer,Horned,Pulse,,,,,,Forest,,,,,Herbivore,Gods,,,,,3,1480,Megahorn,,,Geomancy,,,,Fairy Aura,,,,
Yveltal,717,Base,yveltal,yveltal,78,13,10,13,10,10,Dark,Flying,Dark Pulse,Psychic,Dragon Rush,Gigantic,Superweight,Intelligence,Telepath,Guster,Glow,Strength,,,Dragon Dance,,,,,,,Dark,Ghost,Flying,Blades/Claws,Energy Blast,Winged,,,,,,Mountains,,,,,Carnivore,Gods,,,,,3,1480,Focus Blast,Phantom Force,,Oblivion Wing,,,,Dark Aura,,,,
Zygarde,718,Base/10,zygarde-10,zygarde-10,30,10,6,7,9,12,Dragon,Ground,Bite,Dig,Extreme Speed,Huge,Medium,Inflatable,Amorphous,Burrow,Groundshaper,Intelligence,Shrinkable,"Strength,Telepath",Coil,,,,,,,Dragon,Ground,Psychic,Blades/Claws,Fangs,Stampeding,Weather,,,,,Cave,Desert,Mountains,,,Phototroph,Gods,,,,,3,60,Dragon Pulse,,,Thousand Arrows,,,,Aura Break,Life of the Land,,,
Zygarde,718,Base/50,zygarde,zygarde,66,10,11,9,10,10,Dragon,Ground,Bite,Dig,Extreme Speed,Huge,Medium,Inflatable,Amorphous,Burrow,Groundshaper,Intelligence,Shrinkable,"Strength,Telepath",Coil,,,,,,,Dragon,Ground,Psychic,Blades/Claws,Fangs,Stampeding,Weather,,,,,Cave,Desert,Mountains,,,Phototroph,Gods,,,,,3,600,Dragon Pulse,Earthquake,,Thousand Arrows,Land's Wrath,,,Aura Break,Life of the Land,,,
Zygarde,718,Base/Complete,zygarde-complete,zygarde-complete,132,10,11,10,10,9,Dragon,Ground,Bite,Dig,Extreme Speed,Huge,Medium,Inflatable,Amorphous,Burrow,Groundshaper,Intelligence,Shrinkable,"Strength,Telepath",Coil,,,,,,,Dragon,Ground,Psychic,Blades/Claws,Fangs,Stampeding,Weather,,,,,Cave,Desert,Mountains,,,Phototroph,Gods,,,,,3,1800,Dragon Pulse,Earthquake,Outrage,Thousand Arrows,Land's Wrath,Thousand Waves,Core Enforcer,Aura Break,Life of the Land,,,
Diancie,719,Base,diancie,diancie,30,11,15,10,15,5,Rock,Fairy,Power Gem,Stealth Rock,Stone Edge,Medium,Medium,Telepath,Flight,Groundshaper,,,,,Clear Body,Sharpen,Magic Bounce,Harden,,,,Fairy,Psychic,Rock,Cutesy,Magnetism,,,,,,,Cave,Mountains,,,,Terravore,Beings of Nature / Oddities,,,,,3,90,Moonblast,,,,,,,,,,Dianciite,
Diancie,719,Mega,diancie-mega,diancie-mega,30,16,11,16,11,11,Rock,Fairy,Power Gem,Stealth Rock,Stone Edge,Medium,Medium,Telepath,Flight,Groundshaper,,,,,Clear Body,Sharpen,Magic Bounce,Harden,,,,Fairy,Psychic,Rock,Cutesy,Magnetism,,,,,,,Cave,Mountains,,,,Terravore,Beings of Nature / Oddities,Diancie,Mega,,,3,300,Moonblast,,,Diamond Storm,,,,,,,Dianciite,
Hoopa,720,Base,hoopa,hoopa,48,11,6,15,13,7,Psychic,Ghost,Astonish,Shadow Ball,Dark Pulse,Small,Light,Strength,Telepath,Flight,Phasing,,,,Magician,,,,,,,Dark,Ghost,Psychic,Energy Blast,Pulse,Stampeding,,,,,,Cave,Mountains,,,,Omnivore,Beings of Nature / Oddities,,,,,3,100,Psychic,Phantom Force,,,,,,,,,Release Binding,Michief Maker
Hoopa,720,Base/Unbound,hoopa-unbound,hoopa-unbound,48,16,6,17,13,8,Psychic,Dark,Astonish,Shadow Ball,Dark Pulse,Small,Light,Strength,Telepath,Flight,Phasing,,,,Magician,,,,,,,Dark,Ghost,Psychic,Energy Blast,Pulse,Stampeding,,,,,,Cave,Mountains,,,,Omnivore,Beings of Nature / Oddities,,,,,3,100,Psychic,Phantom Force,,Hyperspace Fury,Hyperspace Hole,,,,,,Release Binding,Michief Maker
Volcanion,721,Base,volcanion,volcanion,48,11,12,13,9,7,Fire,Water,Water Gun,Take Down,Flamethrower,Gigantic,Superweight,Firestarter,Gilled,Reach,Strength,Sinker,Fountain,,Water Absorb,,,,,,,Fire,Steel,Water,Stampeding,,,,,,,,Cave,Mountains,,,,Omnivore / Terravore,Beings of Nature / Oddities,,,,,3,240,Scald,Hydro Pump,,Steam Eruption,Volcanic Devastation,,,,,,,
Rowlet,722,Base,rowlet,rowlet,42,6,6,5,5,4,Grass,Flying,Tackle,Leafage,Peck,Small,Featherweight,Flight,Sprouter,,,,,,Growl,Overgrow,,,,,,Grass,Flying,Avian,Winged,,,,,Flying,,10 Days,Forest,Woodlands,,,,Omnivore,Rare,,,,,1,,,,,,,,,,,,,
Dartrix,723,Base,dartrix,dartrix,48,8,8,7,7,5,Grass,Flying,Astonish,Razor Leaf,Foresight,Small,Medium,Flight,Sprouter,,,,,,Growl,Overgrow,,,,,,Grass,Flying,Avian,Winged,,,,,Flying,,10 Days,Forest,Woodlands,,,,Omnivore,Rare,,,,Rowlet,2,,,,,,,,,,,,,
Decidueye,724,Base,decidueye,decidueye,48,11,8,10,10,7,Grass,Ghost,Spirit Shackle,Sucker Punch,Leaf Blade,Medium,Medium,Flight,Reach,Sprouter,Stealth,,,,Feather Dance,Nasty Plot,Overgrow,,,,,Grass,Flying,Avian,Winged,Ghost,,,"Frenzy Plant, Spirit Shackle",Flying,,10 Days,Forest,Woodlands,,,,Omnivore,Rare,,,,Dartrix,3,,,,,,,,,,,,,
Litten,725,Base,litten,litten,30,7,4,6,4,7,Fire,,Scratch,Ember,Lick,Small,Light,Firestarter,,,,,,,Growl,Leer,Blaze,,,,,Fire,Bruiser,,,,,,,Field,,10 Days,Grasslands,Jungle,,,,Carnivore,Rare,,,,,1,,,,,,,,,,,,,
Torracat,726,Base,torracat,torracat,42,9,5,8,5,9,Fire,,Fire Fang,Bite,Swagger,Medium,Medium,Firestarter,,,,,,,Growl,Leer,Blaze,,,,,Fire,Bruiser,Dark,,,,,,Field,,10 Days,Grasslands,Jungle,,,,Carnivore,Rare,,,,Litten,2,,,,,,,,,,,,,
Incineroar,727,Base,incineroar,incineroar,60,12,9,8,9,6,Fire,Dark,Darkest Lariat,Flare Blitz,Cross Chop,Large,Heavy,Firestarter,,,,,,,Growl,Intimidate,Blaze,,,,,Fire,Bruiser,Martial (No Punches/Kicks),Dark,,,,"Blast Burn, Heat Crash",Field,,10 Days,Grasslands,Jungle,,,,Carnivore,Rare,,,,Torracat,3,,,,,,,,,,,,,
Popplio,728,Base,popplio,popplio,30,5,5,7,6,4,Water,,Pound,Water Gun,Disarming Voice,Small,Light,Fountain,Swimmer,,,,,,BabyDoll Eyes,Torrent,,,,,,Fairy,Ice,Water,Cutesy,Sound,,,,Water1,Field,10 Days,Beach,,,,,Omnivore,Rare,,,,,1,,,,,,,,,,,,,
Brionne,729,Base,brionne,brionne,36,7,7,9,8,5,Water,,Aqua Jet,Encore,Bubble Beam,Small,Medium,Fountain,Swimmer,,,,,,BabyDoll Eyes,Torrent,,,,,,Fairy,Ice,Water,Cutesy,Sound,,,,Water1,Field,10 Days,Beach,,,,,Omnivore,Rare,,,,Popplio,2,,,,,,,,,,,,,
Primarina,730,Base,primarina,primarina,48,7,7,13,12,6,Water,Fairy,Sparkling Aria,Moonblast,Sing,Large,Medium,Fountain,Swimmer,,,,,,BabyDoll Eyes,Liquid Voice,Torrent,,,,,Fairy,Ice,Water,Cutesy,Sound,,,"Hydro Cannon, Perish Song, Sparkling Aria",Water1,Field,10 Days,Beach,,,,,Omnivore,Rare,,,,Brionne,3,,,,,,,,,,,,,
Pikipek,731,Base,pikipek,pikipek,24,8,3,3,3,7,Normal,Flying,Peck,Echoed Voice,Rock Smash,Small,Featherweight,Flight,,,,,,,Growl,Keen Eye,,,,,,Flying,Avian,Winged,Sound,,,,,Flying,,7 Days,Jungle,,,,,Omnivore,Common,,,,,1,,,,,,,,,,,,,
Trumbeak,732,Base,trumbeak,trumbeak,36,9,5,4,5,8,Normal,Flying,Supersonic,Roost,Bullet Seed,Medium,Medium,Flight,,,,,,,Growl,Keen Eye,Skill Link,,,,,Flying,Avian,Winged,Sound,,,,,Flying,,7 Days,Jungle,,,,,Omnivore,Common,,,,Pikipek,2,,,,,,,,,,,,,
Toucannon,733,Base,toucannon,toucannon,48,12,8,8,8,6,Normal,Flying,Drill Peck,Beak Blast,Hyper Voice,Large,Medium,Flight,,,,,,,Feather Dance,Keen Eye,Sheer Force,Skill Link,,,,Flying,Avian,Winged,Elemental Attacks F,Sound,,,Beak Blast,Flying,,7 Days,Jungle,,,,,Omnivore,Common,,,,Trumbeak,3,,,,,,,,,,,,,
Yungoos,734,Base,yungoos,yungoos,30,7,3,3,3,5,Normal,,Tackle,Pursuit,MudSlap,Small,Light,Stealth,,,,,,,Stakeout,Leer,,,,,,Dark,Fangs,,,,,,Super Fang,Field,,7 Days,Forest,Grasslands,,,,Omnivore,Common,,,,,1,,,,,,,,,,,,,
Gumshoos,735,Base,gumshoos,gumshoos,54,11,6,6,6,5,Normal,,Crunch,Hyper Fang,Thrash,Medium,Medium,Stealth,,,,,,,Scary Face,Adaptability,Stakeout,Strong Jaw,Leer,,,Dark,Fangs,Stampeding,,,,,Super Fang,Field,,7 Days,Forest,Grasslands,,,,Omnivore,Common,,,,Yungoos,3,,,,,,,,,,,,,
Grubbin,736,Base,grubbin,grubbin,30,6,5,6,5,5,Bug,,Vice Grip,Bite,Bug Bite,Small,Light,Threaded,Burrow,,,,,,String Shot,Swarm,,,,,,Bug,Electric,Horned,Winged,,,,"Electroweb, Vice Grip",Bug,,7 Days,Woodlands,Urban Plants,,,,Herbivore,Common,,,,,1,,,,,,,,,,,,,
Charjabug,737,Base,charjabug,charjabug,36,8,10,6,8,4,Bug,Electric,Charge,Spark,Crunch,Small,Medium,Threaded,Zapper,Burrow,,,,,String Shot,Battery,Swarm,,,,,Bug,Electric,Horned,Winged,,,,"Electroweb, Vice Grip",Bug,,7 Days,Woodlands,Urban Plants,,,,Herbivore,Common,,,,Grubbin,2,,,,,,,,,,,,,
Vikavolt,738,Base,vikavolt,vikavolt,48,7,9,15,8,4,Bug,Electric,Thunderbolt,Acrobatics,Bug Buzz,Medium,Medium,Flight,Zapper,,,,,,Agility,Battery,Levitate,Swarm,,,,Bug,Electric,Horned,Winged,Flying,,,"Electroweb, Vice Grip, Guillotine",Bug,,7 Days,Woodlands,Urban Plants,,,,Herbivore,Common,,,,Charjabug,3,,,,,,,,,,,,,
Crabrawler,739,Base,crabrawler,crabrawler,30,8,6,4,5,6,Fighting,,Pursuit,Bubble Beam,PowerUp Punch,Medium,Light,Climber,,,,,,,Leer,Iron Fist,,,,,,Fighting,Water,Bruiser,,,,,Crabhammer,Water3,,10 Days,Beach,Mountains,,,,Herbivore,Uncommon,,,,,1,,,,,,,,,,,,,
Crabominable,740,Base,crabominable,crabominable,60,13,8,6,7,4,Fighting,Ice,Ice Punch,Dizzy Punch,Ice Hammer,Medium,Heavy,Climber,Freezer,,,,,,Iron Defense,Leer,Anger Point,Hyper Cutter,Iron Fist,,,Fighting,Water,Bruiser,Ice,,,,"Crabhammer, Ice Hammer",Water3,,10 Days,Beach,Mountains,,,,Herbivore,Uncommon,,,,Crabrawler,3,,,,,,,,,,,,,
Oricorio,741,Base/Baile,oricorio,oricorio,48,7,7,10,7,9,Flying,Fire,Air Cutter,Teeter Dance,Revelation Dance,Small,Light,Dancer,Flight,,,,,,Agility,Keen Eye,Growl,,,,,Flying,Avian,Winged,Fire,,,,"Revelation Dance, Teeter Dance",Flying,,10 Days,Meadows,,,,,Herbivore,Uncommon,,,,,3,,,,,,,,,,,,,
Oricorio,741,Base/Pa'u,oricorio-pau,oricorio-pau,48,7,7,10,7,9,Flying,Psychic,Air Cutter,Teeter Dance,Revelation Dance,Small,Light,Dancer,Flight,,,,,,Agility,Keen Eye,Growl,,,,,Flying,Avian,Winged,Psychic,,,,"Revelation Dance, Teeter Dance",Flying,,10 Days,Meadows,,,,,Herbivore,Uncommon,,,,,3,,,,,,,,,,,,,
Oricorio,741,Base/PomPom,oricorio-pompom,oricorio-pompom,48,7,7,10,7,9,Flying,Electric,Air Cutter,Teeter Dance,Revelation Dance,Small,Light,Dancer,Flight,,,,,,Agility,Keen Eye,Growl,,,,,Flying,Avian,Winged,Electric,,,,"Revelation Dance, Teeter Dance",Flying,,10 Days,Meadows,,,,,Herbivore,Uncommon,,,,,3,,,,,,,,,,,,,
Oricorio,741,Base/Sensu,oricorio-sensu,oricorio-sensu,48,7,7,10,7,9,Flying,Ghost,Air Cutter,Teeter Dance,Revelation Dance,Small,Light,Dancer,Flight,,,,,,Agility,Keen Eye,Growl,,,,,Flying,Avian,Winged,Ghost,,,,"Revelation Dance, Teeter Dance",Flying,,10 Days,Meadows,,,,,Herbivore,Uncommon,,,,,3,,,,,,,,,,,,,
Cutiefly,742,Base,cutiefly,cutiefly,24,5,4,6,4,8,Bug,Fairy,Absorb,Fairy Wind,Stun Spore,Tiny,Featherweight,Flight,,,,,,,Shield Dust,,,,,,,Bug,Fairy,Cutesy,Lepidopteran,Winged,,,,Bug,Fairy,10 Days,Field,Urban Abandoned,,,,Herbivore,Common,,,,,1,,,,,,,,,,,,,
Ribombee,743,Base,ribombee,ribombee,36,6,6,10,7,12,Bug,Fairy,Pollen Puff,Draining Kiss,Dazzling Gleam,Tiny,Featherweight,Flight,,,,,,,Quiver Dance,Shield Dust,Sweet Veil,,,,,Bug,Fairy,Cutesy,Lepidopteran,Winged,,,Pollen Puff,Bug,Fairy,10 Days,Field,Urban Abandoned,,,,Herbivore,Common,,,,Cutiefly,3,,,,,,,,,,,,,
Rockruff,744,Base,rockruff,rockruff,30,7,4,3,4,6,Rock,,Tackle,Bite,Rock Throw,Small,Light,Tracker,,,,,,,Howl,Keen Eye,,,,,,Rock,Fangs,,,,,,Odor Sleuth,Field,,10 Days,Badlands,Desert,Forest,Mountains,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Lycanroc,745,Base/Day,lycanroc,lycanroc,48,12,7,6,7,11,Rock,,Accelerock,Rock Slide,Crunch,Medium,Medium,Tracker,,,,,,,Howl,Scary Face,Keen Eye,Own Tempo,Steadfast,Sand Rush,,Rock,Fangs,,,,,,"Odor Sleuth, Accelerock",Field,,10 Days,Badlands,Desert,Forest,Mountains,,Omnivore,Uncommon,,,,Rockruff,3,,,,,,,,,,,,,
Lycanroc,745,Base/Dusk,lycanroc-dusk,lycanroc-dusk,48,12,7,6,7,11,Rock,,Thrash,Rock Slide,Crunch,Medium,Medium,Tracker,,,,,,,Howl,Scary Face,Keen Eye,Own Tempo,Tough Claws,Vital Spirit,,Rock,Fangs,,,,,,"Odor Sleuth, Accelerock",Field,,10 Days,Badlands,Desert,Forest,Mountains,,Omnivore,Uncommon,,,,Rockruff,3,,,,,,,,,,,,,
Lycanroc,745,Base/Night,lycanroc-midnight,lycanroc-midnight,54,12,8,6,8,8,Rock,,Counter,Rock Slide,Crunch,Medium,Medium,Tracker,,,,,,,Howl,Scary Face,Keen Eye,No Guard,Steadfast,Vital Spirit,,Rock,Fangs,,,,,,"Odor Sleuth, Accelerock",Field,,10 Days,Badlands,Desert,Forest,Mountains,,Omnivore,Uncommon,,,,Rockruff,3,,,,,,,,,,,,,
Wishiwashi,746,Base/School,wishiwashi-school,wishiwashi-school,30,14,13,14,14,3,Water,,Aqua Ring,Aqua Tail,Take Down,Gigantic,Superweight,Flopper,Fountain,Gilled,Swimmer,,,,Tearful Look,Schooling,,,,,,Water,Piscian,Stampeding,,,,,,Water2,,10 Days,Ocean Reefs,Ocean,,,,Herbivore,Common,,,,,3,,,,,,,,,,,,,
Wishiwashi,746,Base/Solo,wishiwashi,wishiwashi,30,2,2,3,3,4,Water,,Aqua Ring,Aqua Tail,Take Down,Tiny,Featherweight,Flopper,Fountain,Gilled,Swimmer,,,,Tearful Look,Schooling,,,,,,Water,Piscian,Stampeding,,,,,,Water2,,10 Days,Ocean Reefs,Ocean,,,,Herbivore,Common,,,,,3,,,,,,,,,,,,,
Mareanie,747,Base,mareanie,mareanie,30,5,6,4,5,5,Poison,Water,Poison Sting,Bite,Toxic Spikes,Small,Light,Flopper,Gilled,Swimmer,Fountain,,,,Limber,,,,,,,Ice,Poison,Water,Prickly,,,,Recover,Water1,,10 Days,Beach,Ocean Floors,Ocean Reefs,,,Carnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Toxapex,748,Base,toxapex,toxapex,30,6,15,5,14,4,Poison,Water,Baneful Bunker,Pin Missile,Liquidation,Medium,Medium,Flopper,Gilled,Swimmer,Fountain,,,,Limber,Merciless,Regenerator,,,,,Ice,Poison,Water,Prickly,,,,"Recover, Baneful Bunker",Water1,,10 Days,Beach,Ocean Floors,Ocean Reefs,,,Carnivore,Uncommon,,,,Mareanie,3,,,,,,,,,,,,,
Mudbray,749,Base,mudbray,mudbray,42,10,7,5,6,5,Ground,,Bulldoze,Double Kick,Stomp,Medium,Heavy,Groundshaper,,,,,,,Rototiller,Own Tempo,,,,,,Ground,Kicks,,,,,,High Horsepower,Field,,10 Days,Badlands,Plains,,,,Herbivore/Terravore,Uncommon,,,,,1,,,,,,,,,,,,,
Mudsdale,750,Base,mudsdale,mudsdale,60,13,10,6,9,4,Ground,,High Horsepower,Heavy Slam,Mega Kick,Large,Superweight,Strength,Groundshaper,,,,,,Rototiller,Stamina,Inner Focus,Own Tempo,,,,Ground,Kicks,Stampeding,,,,,High Horsepower,Field,,10 Days,Badlands,Plains,,,,Herbivore/Terravore,Uncommon,,,,Mudbray,3,,,,,,,,,,,,,
Dewpider,751,Base,dewpider,dewpider,24,4,5,4,7,3,Water,Bug,Bubble,Infestation,Spider Web,Small,Light,Climber,Fountain,Gilled,Swimmer,Threaded,,,Water Bubble,,,,,,,Bug,Water,Fangs,Parasitic,,,,"Spider Web, Sticky Web",Water1,Bug,7 Days,Ponds,Rivers,,,,Herbivore,Uncommon,,,,,1,,,,,,,,,,,,,
Araquanid,752,Base,araquanid,araquanid,42,7,9,5,13,4,Water,Bug,Bubble Beam,Crunch,Liquidation,Large,Medium,Climber,Fountain,Gilled,Swimmer,Threaded,,,Water Absorb,Water Bubble,,,,,,Bug,Water,Fangs,Parasitic,,,,"Spider Web, Sticky Web",Water1,Bug,7 Days,Ponds,Rivers,,,,Herbivore,Uncommon,,,,Dewpider,3,,,,,,,,,,,,,
Fomantis,753,Base,fomantis,fomantis,24,6,4,5,4,4,Grass,,Fury Cutter,Razor Leaf,Ingrain,Small,Featherweight,Alluring,Sprouter,,,,,,Growth,Leaf Guard,,,,,,Grass,Blades/Claws,Floral,,,,,Ingrain,Grass,,10 Days,Jungle,,,,,Carnivore / Phototroph,Uncommon,,,,,1,,,,,,,,,,,,,
Lurantis,754,Base,lurantis,lurantis,42,11,9,8,9,5,Grass,,Leaf Blade,Slash,Solar Blade,Medium,Medium,Alluring,Sprouter,,,,,,Growth,Swords Dance,Hyper Cutter,Leaf Guard,,,,Grass,Blades/Claws,Floral,,,,,Ingrain,Grass,,10 Days,Jungle,,,,,Carnivore / Phototroph,Uncommon,,,,Fomantis,3,,,,,,,,,,,,,
Morelull,755,Base,morelull,morelull,24,4,6,7,8,2,Grass,Fairy,Absorb,Astonish,Moonlight,Tiny,Featherweight,Glow,,,,,,,Effect Spore,,,,,,,Fairy,Grass,Parasitic,Weird,,,,"Spore, Strength Sap, Moonlight",Grass,,10 Days,Forest,Woodlands,,,,Saprophyte,Uncommon,,,,,1,,,,,,,,,,,,,
Shiinotic,756,Base,shiinotic,shiinotic,36,5,8,9,10,3,Grass,Fairy,Confuse Ray,Giga Drain,Moonblast,Medium,Medium,Glow,,,,,,,Effect Spore,Rain Dish,,,,,,Fairy,Grass,Parasitic,Weird,,,,"Spore, Strength Sap, Moonlight",Grass,,10 Days,Forest,Woodlands,,,,Saprophyte,Uncommon,,,,Morelull,3,,,,,,,,,,,,,
Salandit,757,Base,salandit,salandit,30,4,4,7,4,8,Poison,Fire,Ember,Smog,Double Slap,Small,Light,Firestarter,,,,,,,Corrosion,,,,,,,Fire,Poison,Draconian,Tricky,,,,,Dragon,Monster,10 Days,Badlands,Volcanoes,,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Salazzle,758,Base,salazzle,salazzle,42,6,6,11,6,12,Poison,Fire,Venoshock,Flamethrower,Dragon Pulse,Medium,Medium,Firestarter,Alluring,,,,,,Nasty Plot,Corrosion,Oblivious,,,,,Fire,Poison,Draconian,Tricky,,,,Fire Lash,Dragon,Monster,10 Days,Badlands,Volcanoes,,,,Omnivore,Uncommon,,,,Salandit,3,,,,,,,,,,,,,
Stufful,759,Base,stufful,stufful,42,8,5,5,5,5,Normal,Fighting,Tackle,Bide,Flail,Small,Light,None,,,,,,,Leer,Cute Charm,Fluffy,,,,,Fighting,,,,,,,,Field,,7 Days,Forest,,,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
